UserID,PreferredPetType,LivingSpace,Allergies,ActivityLevel,PastPetExperience,MaxAdoptionFee
606,Dog,Small Space,1,Moderate,None,227.68
607,Rabbit,House,0,High,Some,171.28
608,Dog,Apartment,1,High,None,232.56
609,Cat,Apartment,0,Low,Experienced,196.79
610,Dog,Small Space,0,Low,Experienced,205.57
611,Cat,Apartment,1,Low,Experienced,131.63
612,Dog,House,1,High,Some,274.25
613,Dog,Apartment,0,High,Experienced,113.29
614,Bird,House,0,Moderate,None,116.84
615,Dog,House,0,Moderate,None,227.55
616,Rabbit,Apartment,0,Low,Experienced,320.21
617,Bird,Apartment,0,Moderate,Some,173.56
618,Dog,Small Space,1,Moderate,Experienced,252.57
619,Cat,House,0,High,None,280.5
620,Dog,House,0,Moderate,Experienced,261.1
621,Dog,Small Space,0,Moderate,Some,176.66
622,Cat,Small Space,0,Low,Experienced,118.17
623,Bird,Apartment,0,Low,Experienced,50.0
624,Dog,Small Space,0,Low,Experienced,180.29
625,Cat,Apartment,0,Low,None,288.36
626,Cat,Apartment,0,Moderate,Experienced,115.69
627,Rabbit,Small Space,0,Low,None,252.52
628,Dog,Apartment,1,Low,None,128.74
629,Cat,Apartment,1,High,Some,207.96
630,Cat,Apartment,0,Moderate,Experienced,253.08
631,Cat,House,0,Moderate,Some,150.54
632,Bird,House,0,High,Experienced,212.79
633,Rabbit,House,0,Moderate,Experienced,168.87
634,Dog,Small Space,0,High,None,252.89
635,Cat,House,0,Low,Experienced,217.65
636,Dog,Apartment,0,High,None,204.24
637,Dog,Small Space,0,High,Experienced,316.88
638,Cat,Apartment,0,High,Some,249.67
639,Dog,Apartment,1,Low,Some,148.22
640,Cat,Apartment,0,Moderate,Some,193.56
641,Bird,House,1,Low,None,194.31
642,Dog,Apartment,0,Moderate,Some,206.02
643,Bird,Apartment,0,High,None,389.34
644,Cat,Apartment,0,Moderate,None,227.81
645,Cat,Apartment,0,Moderate,None,50.0
646,Rabbit,House,0,Moderate,Some,159.29
647,Dog,Small Space,0,Moderate,Experienced,55.07
648,Cat,House,0,High,Some,175.27
649,Cat,Apartment,0,High,Experienced,50.95
650,Dog,Apartment,1,Low,Some,134.63
651,Bird,Small Space,0,Moderate,Some,85.95
652,Rabbit,Apartment,0,Low,Some,228.81
653,Dog,Small Space,0,Moderate,Some,200.04
654,Dog,Apartment,0,High,Some,222.72
655,Cat,Small Space,0,High,None,192.16
656,Dog,Apartment,0,Moderate,Experienced,95.43
657,Cat,House,0,Low,Experienced,238.51
658,Dog,House,0,Low,None,344.17
659,Cat,House,0,Moderate,Experienced,230.69
660,Dog,Apartment,0,Low,None,168.06
661,Dog,House,1,Moderate,None,92.89
662,Cat,House,0,Low,None,131.89
663,Cat,Apartment,0,Moderate,Experienced,233.98
664,Bird,Apartment,1,Low,Experienced,280.48
665,Rabbit,House,0,High,Experienced,219.56
666,Dog,Apartment,0,High,None,259.99
667,Dog,House,0,Moderate,Some,253.08
668,Rabbit,Apartment,0,Low,Experienced,237.99
669,Bird,House,1,Moderate,None,150.61
670,Rabbit,Apartment,0,Low,Some,213.04
671,Dog,House,0,Moderate,None,136.37
672,Bird,Apartment,0,High,None,201.31
673,Dog,Apartment,1,Moderate,Some,224.81
674,Rabbit,Apartment,0,Moderate,Some,325.91
675,Bird,Small Space,0,Moderate,None,101.77
676,Dog,Apartment,1,High,None,236.11
677,Bird,House,0,High,None,311.09
678,Dog,Apartment,0,Moderate,None,256.91
679,Bird,Apartment,0,Moderate,None,262.47
680,Dog,House,0,Moderate,Some,244.08
681,Bird,House,0,Low,Some,297.38
682,Dog,Small Space,0,Moderate,Some,118.44
683,Rabbit,Small Space,0,Moderate,Experienced,96.06
684,Cat,House,0,Low,Experienced,199.52
685,Cat,House,0,Low,None,50.0
686,Dog,House,0,Moderate,None,292.3
687,Rabbit,Apartment,0,High,Experienced,291.55
688,Dog,Small Space,1,Moderate,None,167.5
689,Cat,House,0,Moderate,None,172.19
690,Dog,House,1,Moderate,None,194.57
691,Bird,Apartment,0,Moderate,Some,203.9
692,Dog,Apartment,0,Moderate,Some,209.54
693,Dog,Small Space,0,Moderate,Experienced,241.87
694,Dog,Apartment,0,Low,Experienced,187.05
695,Cat,House,0,Moderate,Some,270.74
696,Dog,Apartment,0,Low,Some,233.45
697,Cat,Small Space,1,Moderate,None,154.48
698,Rabbit,Apartment,0,High,None,300.13
699,Rabbit,Small Space,0,Low,None,98.13
700,Cat,Apartment,1,Moderate,None,193.09
701,Dog,Small Space,1,Moderate,None,272.52
702,Cat,House,1,High,None,145.77
703,Dog,Apartment,0,Moderate,Some,223.22
704,Rabbit,House,0,High,Experienced,240.75
705,Dog,Apartment,0,High,Some,135.46
706,Cat,Apartment,0,Moderate,Experienced,194.56
707,Dog,Small Space,0,Moderate,Some,188.26
708,Rabbit,House,0,Moderate,Some,158.62
709,Dog,Apartment,0,High,Some,372.63
710,Cat,Apartment,0,Low,None,142.77
711,Dog,Apartment,0,Moderate,None,275.37
712,Rabbit,Small Space,0,Moderate,Experienced,170.54
713,Bird,Apartment,0,Moderate,Experienced,118.5
714,Cat,Small Space,1,Moderate,None,207.71
715,Cat,Small Space,0,Moderate,None,248.68
716,Bird,Apartment,0,Low,Some,269.04
717,Cat,Apartment,0,Moderate,None,317.17
718,Cat,Small Space,0,Moderate,Some,400.0
719,Cat,Apartment,0,High,None,218.79
720,Cat,Apartment,1,Low,Some,150.27
721,Dog,Apartment,0,High,None,233.97
722,Rabbit,House,0,Moderate,Some,180.03
723,Cat,House,0,Low,None,269.45
724,Dog,Apartment,0,High,Some,102.71
725,Rabbit,Apartment,1,Low,Experienced,377.63
726,Dog,Small Space,0,High,Some,264.2
727,Dog,House,0,High,Experienced,73.7
728,Cat,House,0,Low,Experienced,146.82
729,Rabbit,House,0,Low,Experienced,261.21
730,Rabbit,House,0,Moderate,Experienced,288.23
731,Bird,House,0,Moderate,Some,104.58
732,Rabbit,Apartment,0,Moderate,Experienced,253.48
733,Dog,Apartment,0,Moderate,None,53.95
734,Dog,House,0,Moderate,Some,193.3
735,Rabbit,House,1,Low,Experienced,283.4
736,Dog,Small Space,0,High,Experienced,158.64
737,Cat,Apartment,0,High,Experienced,86.98
738,Cat,Small Space,1,Moderate,Experienced,210.97
739,Dog,Small Space,0,High,Experienced,154.65
740,Bird,Apartment,0,Low,Experienced,247.22
741,Cat,House,0,Low,Experienced,133.6
742,Cat,House,0,Moderate,Some,142.05
743,Bird,Small Space,1,Moderate,Experienced,50.0
744,Cat,House,0,Moderate,Experienced,212.75
745,Dog,House,0,High,Experienced,187.93
746,Cat,House,0,High,Some,110.87
747,Rabbit,Apartment,0,Moderate,Some,214.53
748,Rabbit,Apartment,1,High,None,277.03
749,Rabbit,House,0,Low,Experienced,183.83
750,Rabbit,House,0,Low,Some,220.11
751,Dog,House,0,High,None,220.5
752,Rabbit,House,0,Moderate,None,109.68
753,Rabbit,Apartment,0,Moderate,Experienced,354.24
754,Dog,House,0,Moderate,Experienced,164.69
755,Dog,Apartment,0,Moderate,Experienced,249.21
756,Bird,Small Space,0,Low,Some,257.69
757,Rabbit,Small Space,1,Moderate,Some,189.53
758,Rabbit,House,0,Low,Some,245.51
759,Rabbit,Apartment,0,Low,None,218.44
760,Cat,Apartment,1,Moderate,Experienced,93.68
761,Cat,House,0,Low,None,175.08
762,Cat,House,1,High,Some,154.06
763,Dog,House,1,Low,Some,165.37
764,Rabbit,Apartment,0,Low,Some,102.2
765,Cat,House,0,Moderate,Experienced,284.48
766,Cat,House,0,Moderate,None,320.15
767,Cat,Apartment,0,Low,Experienced,273.35
768,Cat,House,0,Low,None,295.29
769,Dog,Apartment,0,High,None,174.15
770,Dog,House,0,Moderate,Some,152.28
771,Dog,Small Space,0,Moderate,None,141.61
772,Dog,House,0,Moderate,Experienced,248.3
773,Bird,Small Space,1,Low,Some,217.03
774,Dog,House,0,Moderate,None,194.21
775,Dog,Apartment,0,Moderate,None,297.14
776,Cat,House,0,High,Some,230.37
777,Cat,House,1,Low,Experienced,137.1
778,Dog,Apartment,1,High,Some,148.93
779,Rabbit,Apartment,0,Low,Some,251.15
780,Rabbit,House,1,Low,Experienced,278.13
781,Dog,Apartment,0,Low,Some,241.38
782,Dog,Apartment,1,Low,None,342.27
783,Bird,House,0,High,Some,322.63
784,Rabbit,Apartment,0,Moderate,Some,233.08
785,Cat,Small Space,0,Low,Experienced,137.11
786,Dog,Apartment,0,High,Some,101.75
787,Cat,House,0,High,Experienced,170.95
788,Cat,House,0,High,None,256.49
789,Dog,House,1,High,Experienced,337.0
790,Cat,Apartment,0,Low,Some,231.31
791,Cat,Small Space,0,High,Some,287.65
792,Dog,House,0,Moderate,None,181.6
793,Rabbit,Small Space,0,High,Some,246.71
794,Rabbit,Apartment,1,High,Experienced,261.75
795,Dog,Apartment,0,Moderate,Experienced,51.53
796,Rabbit,House,0,High,None,168.99
797,Dog,Apartment,0,Low,Some,271.23
798,Rabbit,House,0,Moderate,None,220.59
799,Dog,Apartment,1,Low,Experienced,110.26
800,Dog,House,0,High,Experienced,50.0
801,Cat,Small Space,1,Low,None,172.57
802,Cat,House,0,Moderate,Experienced,194.63
803,Bird,Small Space,0,Moderate,Experienced,133.71
804,Dog,House,1,High,Some,210.73
805,Dog,House,0,Moderate,Experienced,237.98
806,Cat,Small Space,0,High,Some,250.3
807,Cat,Small Space,0,High,Some,50.0
808,Dog,House,0,Moderate,Some,101.43
809,Cat,Apartment,1,Moderate,Some,177.15
810,Rabbit,House,0,High,Some,242.91
811,Rabbit,Apartment,1,High,None,236.69
812,Bird,House,0,High,Experienced,235.39
813,Dog,House,0,Low,Some,171.24
814,Rabbit,Small Space,0,High,Some,175.43
815,Dog,Small Space,0,Moderate,Experienced,145.38
816,Cat,House,1,Moderate,Some,257.61
817,Cat,Apartment,0,High,Some,130.96
818,Bird,Small Space,0,Low,Experienced,263.75
819,Rabbit,Apartment,1,High,Experienced,215.59
820,Bird,House,0,Moderate,None,196.62
821,Rabbit,Apartment,0,High,Some,150.75
822,Bird,Apartment,1,Low,Experienced,98.33
823,Rabbit,Small Space,0,Moderate,Some,151.43
824,Cat,Apartment,0,High,Some,175.25
825,Dog,House,0,Low,None,50.0
826,Dog,Apartment,0,Low,None,185.2
827,Dog,Small Space,0,High,Experienced,269.33
828,Cat,Small Space,0,Low,Experienced,242.54
829,Cat,Apartment,0,High,Experienced,162.78
830,Cat,Apartment,0,Low,Experienced,203.52
831,Bird,House,1,Moderate,None,158.29
832,Bird,Apartment,0,High,None,211.16
833,Dog,House,0,Moderate,Experienced,315.51
834,Dog,Apartment,0,Moderate,Some,272.64
835,Cat,Apartment,0,Moderate,Some,239.06
836,Dog,House,0,High,Experienced,163.03
837,Rabbit,Apartment,0,Low,Some,256.25
838,Cat,Small Space,0,Moderate,None,73.48
839,Cat,Apartment,0,Low,Experienced,181.07
840,Rabbit,Apartment,0,Moderate,Experienced,243.78
841,Rabbit,Small Space,0,Low,None,255.53
842,Dog,House,0,Moderate,Experienced,250.24
843,Rabbit,House,0,Moderate,Some,222.11
844,Cat,Apartment,0,Low,Some,185.32
845,Dog,House,0,Low,Experienced,240.35
846,Dog,House,0,Moderate,Experienced,128.54
847,Cat,Apartment,0,Moderate,None,136.65
848,Dog,Small Space,0,High,None,204.63
849,Dog,House,1,Moderate,None,212.99
850,Cat,Apartment,1,Low,Some,63.08
851,Rabbit,House,0,Moderate,None,234.14
852,Dog,House,0,Low,Some,257.95
853,Dog,Apartment,0,High,None,194.2
854,Rabbit,House,0,High,Some,378.08
855,Dog,Apartment,0,Moderate,None,148.78
856,Bird,House,0,Moderate,Experienced,172.92
857,Cat,House,0,Low,None,170.37
858,Dog,House,0,Moderate,Some,194.29
859,Dog,Small Space,1,High,Experienced,175.35
860,Dog,Apartment,0,Low,Experienced,94.49
861,Dog,House,0,Low,None,159.01
862,Dog,House,0,Moderate,None,192.68
863,Cat,House,0,High,Experienced,292.14
864,Dog,House,1,Moderate,Some,365.17
865,Cat,Apartment,0,High,Experienced,300.16
866,Cat,Apartment,0,Low,Some,141.85
867,Dog,Apartment,0,Moderate,Some,147.81
868,Dog,Small Space,1,High,Some,188.05
869,Dog,Apartment,1,Low,Experienced,333.84
870,Dog,Small Space,0,Moderate,Experienced,187.59
871,Rabbit,House,0,Low,None,100.44
872,Dog,Apartment,0,Low,Some,162.41
873,Rabbit,House,0,Low,None,256.78
874,Cat,Small Space,1,High,Some,251.75
875,Cat,Small Space,0,Moderate,Experienced,184.98
876,Cat,Apartment,1,High,Some,251.26
877,Rabbit,Apartment,0,Moderate,Experienced,50.0
878,Dog,Apartment,1,Moderate,Some,207.79
879,Dog,Apartment,0,Moderate,Experienced,264.55
880,Cat,House,1,High,Experienced,137.54
881,Dog,Small Space,0,High,None,137.27
882,Cat,Apartment,0,High,None,60.02
883,Cat,House,0,Low,Some,319.24
884,Cat,House,0,Moderate,None,145.99
885,Cat,Apartment,0,Moderate,Some,218.08
886,Cat,Apartment,1,High,Some,245.29
887,Rabbit,House,0,Low,Experienced,313.41
888,Rabbit,Small Space,0,Low,Some,188.46
889,Cat,House,0,Moderate,Experienced,159.54
890,Cat,Apartment,1,Low,Experienced,212.98
891,Rabbit,Apartment,0,Low,Experienced,296.31
892,Cat,Apartment,0,High,None,187.24
893,Cat,House,0,Moderate,Some,128.38
894,Rabbit,House,0,High,Some,84.44
895,Cat,Apartment,0,High,Some,108.4
896,Dog,Small Space,0,Low,Some,264.83
897,Rabbit,House,0,Moderate,Experienced,175.95
898,Dog,House,0,Low,Some,154.44
899,Rabbit,Small Space,0,High,Some,146.3
900,Rabbit,Apartment,0,Moderate,Experienced,206.38
901,Bird,Small Space,0,Moderate,None,182.04
902,Dog,Apartment,0,Moderate,Some,179.52
903,Cat,Apartment,0,Moderate,Experienced,301.2
904,Cat,Small Space,0,Low,None,315.35
905,Dog,Small Space,0,Moderate,Some,79.25
906,Dog,House,0,High,None,224.57
907,Cat,House,0,High,Experienced,141.74
908,Cat,House,0,Moderate,Some,181.38
909,Dog,Small Space,0,Moderate,Some,223.2
910,Cat,Apartment,0,High,Some,184.05
911,Rabbit,Small Space,1,Low,None,217.28
912,Rabbit,House,0,High,None,250.47
913,Bird,House,0,Low,Some,222.09
914,Cat,House,0,Moderate,Some,151.49
915,Bird,House,0,Moderate,Some,152.81
916,Rabbit,Small Space,0,Moderate,Some,92.02
917,Dog,House,0,High,Some,135.96
918,Dog,Small Space,1,Low,Some,347.16
919,Cat,Apartment,0,Moderate,Some,140.6
920,Cat,House,0,Moderate,None,110.5
921,Cat,Small Space,0,High,Experienced,223.99
922,Cat,House,0,Low,Experienced,191.72
923,Rabbit,House,0,High,None,185.33
924,Cat,House,0,Moderate,Some,305.68
925,Dog,Small Space,0,Low,Some,241.18
926,Rabbit,Small Space,0,High,Some,160.25
927,Dog,Apartment,1,Low,Some,168.16
928,Bird,Small Space,0,Moderate,None,162.31
929,Dog,House,0,Low,Experienced,265.61
930,Bird,Apartment,0,Moderate,None,176.89
931,Dog,Small Space,0,Moderate,Some,65.51
932,Dog,House,1,Moderate,Experienced,196.38
933,Dog,Small Space,0,Moderate,Some,84.72
934,Rabbit,Apartment,0,Moderate,None,363.82
935,Rabbit,Apartment,0,Low,Experienced,127.57
936,Cat,House,0,Moderate,Experienced,187.86
937,Bird,Apartment,0,High,Experienced,219.37
938,Cat,House,0,High,Some,178.35
939,Cat,Apartment,1,Low,None,178.25
940,Rabbit,House,1,Low,Experienced,231.64
941,Dog,Apartment,0,High,Some,314.47
942,Dog,Apartment,0,Moderate,Experienced,257.56
943,Bird,House,0,Moderate,Some,310.89
944,Bird,Apartment,0,High,Some,121.5
945,Bird,House,0,Moderate,Experienced,223.8
946,Bird,Small Space,0,Moderate,Some,211.64
947,Dog,House,0,High,None,226.33
948,Rabbit,Small Space,0,Moderate,None,303.22
949,Cat,Apartment,1,Low,Some,183.44
950,Bird,Apartment,1,Low,None,169.59
951,Cat,Small Space,0,Low,Some,240.05
952,Cat,House,1,High,Some,66.63
953,Cat,House,0,Low,Experienced,182.24
954,Dog,House,0,Low,Some,189.94
955,Dog,House,0,High,Experienced,130.97
956,Rabbit,Apartment,0,Low,None,279.28
957,Rabbit,House,1,Low,Some,120.33
958,Dog,House,0,Low,None,189.81
959,Rabbit,House,1,Low,Experienced,221.99
960,Cat,Small Space,0,Moderate,Experienced,301.51
961,Cat,Apartment,0,High,Experienced,199.21
962,Dog,Apartment,0,High,Some,270.21
963,Rabbit,Small Space,0,Moderate,Some,252.54
964,Rabbit,House,0,Moderate,Experienced,209.26
965,Cat,House,0,Moderate,Experienced,118.29
966,Cat,Apartment,0,Low,Experienced,92.41
967,Dog,Apartment,0,Low,Some,207.99
968,Cat,House,0,High,Experienced,159.3
969,Dog,Apartment,0,Low,None,268.94
970,Dog,Small Space,0,Low,None,255.94
971,Cat,Small Space,0,Moderate,None,186.15
972,Bird,Small Space,0,Moderate,None,113.17
973,Cat,Apartment,1,Low,Experienced,238.31
974,Dog,House,0,Low,Experienced,123.65
975,Cat,Apartment,0,Moderate,Experienced,143.12
976,Rabbit,Apartment,1,Moderate,Some,126.54
977,Rabbit,Apartment,1,Low,Some,189.61
978,Rabbit,Apartment,1,Moderate,Experienced,287.76
979,Cat,Small Space,0,Moderate,Some,199.62
980,Rabbit,Apartment,0,High,Experienced,166.76
981,Dog,Apartment,0,Moderate,Some,85.58
982,Dog,Small Space,0,Low,Some,241.41
983,Dog,Apartment,1,Moderate,Some,141.47
984,Cat,House,0,High,Experienced,208.81
985,Bird,Apartment,0,Low,None,173.43
986,Rabbit,Apartment,0,Moderate,Some,262.86
987,Dog,Small Space,0,Low,Experienced,188.21
988,Dog,Apartment,0,Low,Some,195.58
989,Dog,House,0,Moderate,Experienced,236.43
990,Dog,Apartment,1,Low,Some,358.02
991,Cat,Apartment,1,High,Some,266.63
992,Bird,Apartment,0,Moderate,Experienced,193.35
993,Bird,Apartment,0,Moderate,Some,200.24
994,Cat,Apartment,0,Moderate,Some,160.64
995,Rabbit,House,0,Moderate,Some,128.75
996,Cat,House,1,Low,None,158.54
997,Dog,Apartment,0,High,Some,142.09
998,Cat,House,0,High,None,249.0
999,Cat,Small Space,0,Low,Experienced,119.66
1000,Rabbit,Small Space,0,Low,Experienced,299.99
